date,usage_kwh,co2_kg,lagging_reactive_kvarh,leading_reactive_kvarh,lagging_power_factor,leading_power_factor,Day_of_week,Load_Type,year,month,day,hour,co2_per_kwh,reactive_power_percent
2018-02-15 16:30:00,3.38,0.0,0.0,17.17,100.0,19.31,Thursday,Light_Load,2018,02,15,16,0.0,507.98816568047346
2018-02-15 16:45:00,3.35,0.0,0.0,17.21,100.0,19.11,Thursday,Light_Load,2018,02,15,16,0.0,513.7313432835821
2018-02-15 17:00:00,3.42,0.0,0.0,17.21,100.0,19.49,Thursday,Light_Load,2018,02,15,17,0.0,503.2163742690058
2018-02-15 17:15:00,3.38,0.0,0.0,17.14,100.0,19.35,Thursday,Light_Load,2018,02,15,17,0.0,507.10059171597635
2018-02-15 17:30:00,3.35,0.0,0.0,17.21,100.0,19.11,Thursday,Light_Load,2018,02,15,17,0.0,513.7313432835821
2018-02-15 17:45:00,3.35,0.0,0.0,17.24,100.0,19.07,Thursday,Light_Load,2018,02,15,17,0.0,514.6268656716418
2018-02-15 18:00:00,3.35,0.0,0.0,17.28,100.0,19.03,Thursday,Light_Load,2018,02,15,18,0.0,515.820895522388
2018-02-15 18:15:00,3.38,0.0,0.0,6.91,100.0,43.94,Thursday,Light_Load,2018,02,15,18,0.0,204.43786982248523
2018-02-15 18:30:00,3.96,0.0,0.0,8.96,100.0,40.42,Thursday,Light_Load,2018,02,15,18,0.0,226.2626262626263
2018-02-15 18:45:00,3.56,0.0,0.0,17.06,100.0,20.43,Thursday,Light_Load,2018,02,15,18,0.0,479.21348314606735
2018-02-15 19:00:00,3.35,0.0,0.0,17.68,100.0,18.62,Thursday,Light_Load,2018,02,15,19,0.0,527.7611940298507
2018-02-15 19:15:00,3.85,0.0,0.0,23.08,100.0,16.45,Thursday,Light_Load,2018,02,15,19,0.0,599.4805194805194
2018-02-15 19:30:00,4.0,0.0,0.0,24.44,100.0,16.15,Thursday,Light_Load,2018,02,15,19,0.0,611.0
2018-02-15 19:45:00,3.38,0.0,0.0,17.6,100.0,18.86,Thursday,Light_Load,2018,02,15,19,0.0,520.7100591715977
2018-02-15 20:00:00,3.35,0.0,0.0,17.68,100.0,18.62,Thursday,Light_Load,2018,02,15,20,0.0,527.7611940298507
2018-02-15 20:15:00,3.31,0.0,0.0,17.64,100.0,18.44,Thursday,Light_Load,2018,02,15,20,0.0,532.9305135951662
2018-02-15 20:30:00,3.31,0.0,0.0,17.6,100.0,18.48,Thursday,Light_Load,2018,02,15,20,0.0,531.7220543806646
2018-02-15 20:45:00,3.35,0.0,0.0,17.64,100.0,18.66,Thursday,Light_Load,2018,02,15,20,0.0,526.5671641791045
2018-02-15 21:00:00,4.18,0.0,0.0,26.5,100.0,15.58,Thursday,Light_Load,2018,02,15,21,0.0,633.9712918660288
2018-02-15 21:15:00,3.85,0.0,0.0,22.86,100.0,16.61,Thursday,Light_Load,2018,02,15,21,0.0,593.7662337662338
2018-02-15 21:30:00,3.35,0.0,0.0,17.6,100.0,18.7,Thursday,Light_Load,2018,02,15,21,0.0,525.3731343283582
2018-02-15 21:45:00,3.31,0.0,0.0,17.68,100.0,18.4,Thursday,Light_Load,2018,02,15,21,0.0,534.1389728096676
2018-02-15 22:00:00,3.31,0.0,0.0,17.68,100.0,18.4,Thursday,Light_Load,2018,02,15,22,0.0,534.1389728096676
2018-02-15 22:15:00,3.28,0.0,1.19,10.22,94.0,30.56,Thursday,Light_Load,2018,02,15,22,0.0,347.8658536585366
2018-02-15 22:30:00,3.42,0.0,3.78,0.0,67.09,100.0,Thursday,Light_Load,2018,02,15,22,0.0,110.52631578947367
2018-02-15 22:45:00,3.49,0.0,3.92,0.0,66.5,100.0,Thursday,Light_Load,2018,02,15,22,0.0,112.32091690544412
2018-02-15 23:00:00,3.02,0.0,3.06,0.0,70.24,100.0,Thursday,Light_Load,2018,02,15,23,0.0,101.32450331125828
2018-02-15 23:15:00,3.13,0.0,2.99,0.0,72.31,100.0,Thursday,Light_Load,2018,02,15,23,0.0,95.52715654952078
2018-02-15 23:30:00,3.82,0.0,3.92,0.0,69.79,100.0,Thursday,Light_Load,2018,02,15,23,0.0,102.61780104712042
2018-02-15 23:45:00,3.35,0.0,3.49,0.0,69.25,100.0,Thursday,Light_Load,2018,02,15,23,0.0,104.17910447761194
2018-02-15 00:00:00,3.06,0.0,2.92,0.0,72.35,100.0,Thursday,Light_Load,2018,02,15,00,0.0,95.42483660130718
2018-02-16 00:15:00,2.99,0.0,2.95,0.0,71.19,100.0,Friday,Light_Load,2018,02,16,00,0.0,98.66220735785953
2018-02-16 00:30:00,3.06,0.0,3.13,0.0,69.91,100.0,Friday,Light_Load,2018,02,16,00,0.0,102.28758169934639
2018-02-16 00:45:00,3.13,0.0,3.1,0.0,71.05,100.0,Friday,Light_Load,2018,02,16,00,0.0,99.0415335463259
2018-02-16 01:00:00,3.35,0.0,3.6,0.0,68.12,100.0,Friday,Light_Load,2018,02,16,01,0.0,107.46268656716418
2018-02-16 01:15:00,3.64,0.0,4.14,0.0,66.03,100.0,Friday,Light_Load,2018,02,16,01,0.0,113.73626373626374
2018-02-16 01:30:00,3.1,0.0,3.28,0.0,68.69,100.0,Friday,Light_Load,2018,02,16,01,0.0,105.8064516129032
2018-02-16 01:45:00,3.24,0.0,3.67,0.0,66.18,100.0,Friday,Light_Load,2018,02,16,01,0.0,113.2716049382716
2018-02-16 02:00:00,3.85,0.0,4.72,0.0,63.21,100.0,Friday,Light_Load,2018,02,16,02,0.0,122.59740259740259
2018-02-16 02:15:00,3.28,0.0,3.71,0.0,66.24,100.0,Friday,Light_Load,2018,02,16,02,0.0,113.10975609756098
2018-02-16 02:30:00,3.13,0.0,3.56,0.0,66.03,100.0,Friday,Light_Load,2018,02,16,02,0.0,113.73801916932908
2018-02-16 02:45:00,3.1,0.0,3.42,0.0,67.16,100.0,Friday,Light_Load,2018,02,16,02,0.0,110.3225806451613
2018-02-16 03:00:00,3.1,0.0,3.42,0.0,67.16,100.0,Friday,Light_Load,2018,02,16,03,0.0,110.3225806451613
2018-02-16 03:15:00,3.13,0.0,3.38,0.0,67.95,100.0,Friday,Light_Load,2018,02,16,03,0.0,107.98722044728434
2018-02-16 03:30:00,3.38,0.0,3.78,0.0,66.66,100.0,Friday,Light_Load,2018,02,16,03,0.0,111.83431952662721
2018-02-16 03:45:00,3.92,0.0,4.75,0.0,63.65,100.0,Friday,Light_Load,2018,02,16,03,0.0,121.1734693877551
2018-02-16 04:00:00,3.24,0.0,3.6,0.0,66.9,100.0,Friday,Light_Load,2018,02,16,04,0.0,111.11111111111111
2018-02-16 04:15:00,3.78,0.0,4.54,0.0,63.99,100.0,Friday,Light_Load,2018,02,16,04,0.0,120.10582010582011
2018-02-16 04:30:00,3.64,0.0,4.46,0.0,63.23,100.0,Friday,Light_Load,2018,02,16,04,0.0,122.52747252747251
2018-02-16 04:45:00,3.17,0.0,3.38,0.0,68.41,100.0,Friday,Light_Load,2018,02,16,04,0.0,106.62460567823344
2018-02-16 05:00:00,3.1,0.0,3.38,0.0,67.59,100.0,Friday,Light_Load,2018,02,16,05,0.0,109.03225806451613
2018-02-16 05:15:00,3.06,0.0,3.24,0.0,68.66,100.0,Friday,Light_Load,2018,02,16,05,0.0,105.88235294117648
2018-02-16 05:30:00,3.06,0.0,3.1,0.0,70.25,100.0,Friday,Light_Load,2018,02,16,05,0.0,101.30718954248366
2018-02-16 05:45:00,3.06,0.0,3.1,0.0,70.25,100.0,Friday,Light_Load,2018,02,16,05,0.0,101.30718954248366
2018-02-16 06:00:00,3.1,0.0,3.1,0.0,70.71,100.0,Friday,Light_Load,2018,02,16,06,0.0,100.0
2018-02-16 06:15:00,3.06,0.0,3.1,0.0,70.25,100.0,Friday,Light_Load,2018,02,16,06,0.0,101.30718954248366
2018-02-16 06:30:00,3.06,0.0,3.1,0.0,70.25,100.0,Friday,Light_Load,2018,02,16,06,0.0,101.30718954248366
2018-02-16 06:45:00,3.78,0.0,4.32,0.0,65.85,100.0,Friday,Light_Load,2018,02,16,06,0.0,114.2857142857143
2018-02-16 07:00:00,3.53,0.0,4.07,0.0,65.52,100.0,Friday,Light_Load,2018,02,16,07,0.0,115.29745042492918
2018-02-16 07:15:00,3.82,0.0,4.39,0.0,65.64,100.0,Friday,Light_Load,2018,02,16,07,0.0,114.92146596858639
2018-02-16 07:30:00,3.67,0.0,4.07,0.0,66.97,100.0,Friday,Light_Load,2018,02,16,07,0.0,110.89918256130791
2018-02-16 07:45:00,2.99,0.0,3.13,0.0,69.08,100.0,Friday,Light_Load,2018,02,16,07,0.0,104.68227424749163
2018-02-16 08:00:00,3.02,0.0,3.35,0.0,66.96,100.0,Friday,Light_Load,2018,02,16,08,0.0,110.9271523178808
2018-02-16 08:15:00,3.06,0.0,3.49,0.0,65.93,100.0,Friday,Light_Load,2018,02,16,08,0.0,114.05228758169935
2018-02-16 08:30:00,3.13,0.0,3.89,0.0,62.69,100.0,Friday,Light_Load,2018,02,16,08,0.0,124.28115015974441
2018-02-16 08:45:00,3.17,0.0,4.03,0.14,61.83,99.9,Friday,Light_Load,2018,02,16,08,0.0,131.54574132492115
2018-02-16 09:00:00,3.35,0.0,0.0,13.0,100.0,24.95,Friday,Light_Load,2018,02,16,09,0.0,388.05970149253733
2018-02-16 09:15:00,4.07,0.0,0.0,23.65,100.0,16.96,Friday,Light_Load,2018,02,16,09,0.0,581.0810810810809
2018-02-16 09:30:00,3.96,0.0,0.0,22.68,100.0,17.2,Friday,Light_Load,2018,02,16,09,0.0,572.7272727272727
2018-02-16 09:45:00,3.49,0.0,0.0,16.88,100.0,20.25,Friday,Light_Load,2018,02,16,09,0.0,483.66762177650423
2018-02-16 10:00:00,3.42,0.0,0.0,16.92,100.0,19.81,Friday,Light_Load,2018,02,16,10,0.0,494.7368421052632
2018-02-16 10:15:00,3.49,0.0,0.0,16.81,100.0,20.33,Friday,Light_Load,2018,02,16,10,0.0,481.66189111747843
2018-02-16 10:30:00,3.46,0.0,0.0,16.7,100.0,20.29,Friday,Light_Load,2018,02,16,10,0.0,482.65895953757223
2018-02-16 10:45:00,3.46,0.0,0.0,16.88,100.0,20.08,Friday,Light_Load,2018,02,16,10,0.0,487.8612716763006
2018-02-16 11:00:00,3.49,0.0,0.0,16.88,100.0,20.25,Friday,Light_Load,2018,02,16,11,0.0,483.66762177650423
2018-02-16 11:15:00,3.31,0.0,0.0,5.47,100.0,51.77,Friday,Light_Load,2018,02,16,11,0.0,165.25679758308155
2018-02-16 11:30:00,3.31,0.0,0.0,4.75,100.0,57.17,Friday,Light_Load,2018,02,16,11,0.0,143.50453172205437
2018-02-16 11:45:00,5.0,0.0,0.0,7.6,100.0,54.96,Friday,Light_Load,2018,02,16,11,0.0,152.0
2018-02-16 12:00:00,4.36,0.0,0.0,6.73,100.0,54.37,Friday,Light_Load,2018,02,16,12,0.0,154.3577981651376
2018-02-16 12:15:00,3.42,0.0,0.0,13.1,100.0,25.26,Friday,Light_Load,2018,02,16,12,0.0,383.04093567251465
2018-02-16 12:30:00,3.46,0.0,0.0,16.85,100.0,20.11,Friday,Light_Load,2018,02,16,12,0.0,486.99421965317924
2018-02-16 12:45:00,3.46,0.0,0.0,16.85,100.0,20.11,Friday,Light_Load,2018,02,16,12,0.0,486.99421965317924
2018-02-16 13:00:00,3.42,0.0,0.0,16.92,100.0,19.81,Friday,Light_Load,2018,02,16,13,0.0,494.7368421052632
2018-02-16 13:15:00,3.42,0.0,0.0,16.85,100.0,19.89,Friday,Light_Load,2018,02,16,13,0.0,492.69005847953224
2018-02-16 13:30:00,3.49,0.0,0.0,16.81,100.0,20.33,Friday,Light_Load,2018,02,16,13,0.0,481.66189111747843
2018-02-16 13:45:00,3.46,0.0,0.0,16.88,100.0,20.08,Friday,Light_Load,2018,02,16,13,0.0,487.8612716763006
2018-02-16 14:00:00,3.38,0.0,0.0,16.96,100.0,19.54,Friday,Light_Load,2018,02,16,14,0.0,501.77514792899416
2018-02-16 14:15:00,3.85,0.0,0.0,22.07,100.0,17.18,Friday,Light_Load,2018,02,16,14,0.0,573.2467532467532
2018-02-16 14:30:00,4.21,0.0,0.0,25.88,100.0,16.06,Friday,Light_Load,2018,02,16,14,0.0,614.7268408551068
2018-02-16 14:45:00,3.49,0.0,0.0,17.96,100.0,19.08,Friday,Light_Load,2018,02,16,14,0.0,514.6131805157593
2018-02-16 15:00:00,3.46,0.0,0.0,16.96,100.0,19.99,Friday,Light_Load,2018,02,16,15,0.0,490.1734104046243
2018-02-16 15:15:00,3.42,0.0,0.0,16.96,100.0,19.77,Friday,Light_Load,2018,02,16,15,0.0,495.90643274853807
2018-02-16 15:30:00,3.42,0.0,0.0,16.99,100.0,19.73,Friday,Light_Load,2018,02,16,15,0.0,496.7836257309942
2018-02-16 15:45:00,4.0,0.0,0.0,22.54,100.0,17.47,Friday,Light_Load,2018,02,16,15,0.0,563.5
2018-02-16 16:00:00,3.85,0.0,0.0,21.24,100.0,17.84,Friday,Light_Load,2018,02,16,16,0.0,551.6883116883116
2018-02-16 16:15:00,3.49,0.0,0.0,16.85,100.0,20.28,Friday,Light_Load,2018,02,16,16,0.0,482.80802292263616
2018-02-16 16:30:00,3.42,0.0,0.0,16.88,100.0,19.86,Friday,Light_Load,2018,02,16,16,0.0,493.5672514619883
2018-02-16 16:45:00,4.0,0.0,0.0,23.62,100.0,16.7,Friday,Light_Load,2018,02,16,16,0.0,590.5
2018-02-16 17:00:00,4.03,0.0,0.0,25.27,100.0,15.75,Friday,Light_Load,2018,02,16,17,0.0,627.0471464019851
2018-02-16 17:15:00,3.35,0.0,0.0,17.32,100.0,18.99,Friday,Light_Load,2018,02,16,17,0.0,517.0149253731342
2018-02-16 17:30:00,3.31,0.0,0.0,17.42,100.0,18.67,Friday,Light_Load,2018,02,16,17,0.0,526.2839879154079
2018-02-16 17:45:00,3.31,0.0,0.0,17.53,100.0,18.55,Friday,Light_Load,2018,02,16,17,0.0,529.607250755287
2018-02-16 18:00:00,3.28,0.0,0.0,17.68,100.0,18.24,Friday,Light_Load,2018,02,16,18,0.0,539.0243902439024
2018-02-16 18:15:00,3.13,0.0,0.0,6.8,100.0,41.81,Friday,Light_Load,2018,02,16,18,0.0,217.25239616613416
2018-02-16 18:30:00,3.13,0.0,0.0,6.16,100.0,45.3,Friday,Light_Load,2018,02,16,18,0.0,196.80511182108626
2018-02-16 18:45:00,4.07,0.0,0.0,22.97,100.0,17.45,Friday,Light_Load,2018,02,16,18,0.0,564.3734643734642
2018-02-16 19:00:00,3.78,0.0,0.0,22.28,100.0,16.73,Friday,Light_Load,2018,02,16,19,0.0,589.4179894179895
2018-02-16 19:15:00,4.07,0.0,0.0,27.25,100.0,14.77,Friday,Light_Load,2018,02,16,19,0.0,669.5331695331695
2018-02-16 19:30:00,3.82,0.0,0.0,24.19,100.0,15.6,Friday,Light_Load,2018,02,16,19,0.0,633.2460732984293
2018-02-16 19:45:00,3.2,0.0,0.0,18.11,100.0,17.4,Friday,Light_Load,2018,02,16,19,0.0,565.9375
2018-02-16 20:00:00,3.28,0.0,0.0,17.93,100.0,17.99,Friday,Light_Load,2018,02,16,20,0.0,546.6463414634146
2018-02-16 20:15:00,3.31,0.0,0.0,17.96,100.0,18.12,Friday,Light_Load,2018,02,16,20,0.0,542.5981873111783
2018-02-16 20:30:00,3.24,0.0,0.0,18.0,100.0,17.72,Friday,Light_Load,2018,02,16,20,0.0,555.5555555555555
2018-02-16 20:45:00,3.24,0.0,0.0,17.96,100.0,17.75,Friday,Light_Load,2018,02,16,20,0.0,554.320987654321
2018-02-16 21:00:00,3.28,0.0,0.0,18.0,100.0,17.93,Friday,Light_Load,2018,02,16,21,0.0,548.7804878048781
2018-02-16 21:15:00,3.2,0.0,0.0,18.0,100.0,17.5,Friday,Light_Load,2018,02,16,21,0.0,562.5
2018-02-16 21:30:00,3.71,0.0,0.0,22.54,100.0,16.24,Friday,Light_Load,2018,02,16,21,0.0,607.5471698113207
2018-02-16 21:45:00,4.14,0.0,0.0,27.29,100.0,15.0,Friday,Light_Load,2018,02,16,21,0.0,659.1787439613527
2018-02-16 22:00:00,3.89,0.0,0.0,24.91,100.0,15.43,Friday,Light_Load,2018,02,16,22,0.0,640.3598971722364
2018-02-16 22:15:00,3.82,0.0,1.19,15.98,95.47,23.25,Friday,Light_Load,2018,02,16,22,0.0,449.47643979057597
2018-02-16 22:30:00,3.13,0.0,3.71,0.0,64.48,100.0,Friday,Light_Load,2018,02,16,22,0.0,118.53035143769968
2018-02-16 22:45:00,3.13,0.0,3.56,0.0,66.03,100.0,Friday,Light_Load,2018,02,16,22,0.0,113.73801916932908
2018-02-16 23:00:00,3.1,0.0,3.38,0.0,67.59,100.0,Friday,Light_Load,2018,02,16,23,0.0,109.03225806451613
2018-02-16 23:15:00,3.06,0.0,3.24,0.0,68.66,100.0,Friday,Light_Load,2018,02,16,23,0.0,105.88235294117648
2018-02-16 23:30:00,3.1,0.0,3.28,0.0,68.69,100.0,Friday,Light_Load,2018,02,16,23,0.0,105.8064516129032
2018-02-16 23:45:00,3.49,0.0,4.18,0.0,64.09,100.0,Friday,Light_Load,2018,02,16,23,0.0,119.77077363896846
2018-02-16 00:00:00,3.85,0.0,4.82,0.0,62.41,100.0,Friday,Light_Load,2018,02,16,00,0.0,125.1948051948052
2018-02-17 00:15:00,3.17,0.0,3.46,0.0,67.55,100.0,Saturday,Light_Load,2018,02,17,00,0.0,109.14826498422714
2018-02-17 00:30:00,3.1,0.0,3.35,0.0,67.92,100.0,Saturday,Light_Load,2018,02,17,00,0.0,108.06451612903226
2018-02-17 00:45:00,3.1,0.0,3.46,0.0,66.73,100.0,Saturday,Light_Load,2018,02,17,00,0.0,111.61290322580643
2018-02-17 01:00:00,3.67,0.0,4.54,0.0,62.87,100.0,Saturday,Light_Load,2018,02,17,01,0.0,123.70572207084469
2018-02-17 01:15:00,3.71,0.0,4.75,0.0,61.55,100.0,Saturday,Light_Load,2018,02,17,01,0.0,128.03234501347708
2018-02-17 01:30:00,3.2,0.0,3.78,0.0,64.61,100.0,Saturday,Light_Load,2018,02,17,01,0.0,118.12499999999999
2018-02-17 01:45:00,3.13,0.0,3.85,0.0,63.08,100.0,Saturday,Light_Load,2018,02,17,01,0.0,123.00319488817892
2018-02-17 02:00:00,3.17,0.0,3.82,0.0,63.86,100.0,Saturday,Light_Load,2018,02,17,02,0.0,120.50473186119875
2018-02-17 02:15:00,3.74,0.0,5.29,0.0,57.73,100.0,Saturday,Light_Load,2018,02,17,02,0.0,141.44385026737967
2018-02-17 02:30:00,3.74,0.0,5.29,0.0,57.73,100.0,Saturday,Light_Load,2018,02,17,02,0.0,141.44385026737967
2018-02-17 02:45:00,3.24,0.0,4.03,0.0,62.66,100.0,Saturday,Light_Load,2018,02,17,02,0.0,124.38271604938271
2018-02-17 03:00:00,3.17,0.0,4.1,0.0,61.17,100.0,Saturday,Light_Load,2018,02,17,03,0.0,129.33753943217664
2018-02-17 03:15:00,3.17,0.0,4.03,0.0,61.83,100.0,Saturday,Light_Load,2018,02,17,03,0.0,127.12933753943219
2018-02-17 03:30:00,3.17,0.0,4.07,0.0,61.45,100.0,Saturday,Light_Load,2018,02,17,03,0.0,128.391167192429
2018-02-17 03:45:00,3.2,0.0,4.07,0.0,61.81,100.0,Saturday,Light_Load,2018,02,17,03,0.0,127.18750000000001
2018-02-17 04:00:00,3.24,0.0,4.18,0.0,61.26,100.0,Saturday,Light_Load,2018,02,17,04,0.0,129.01234567901233
2018-02-17 04:15:00,3.71,0.0,5.29,0.0,57.42,100.0,Saturday,Light_Load,2018,02,17,04,0.0,142.58760107816713
2018-02-17 04:30:00,4.39,0.0,5.87,0.0,59.89,100.0,Saturday,Light_Load,2018,02,17,04,0.0,133.7129840546697
2018-02-17 04:45:00,3.82,0.0,5.58,0.0,56.49,100.0,Saturday,Light_Load,2018,02,17,04,0.0,146.07329842931938
2018-02-17 05:00:00,3.2,0.0,4.03,0.0,62.18,100.0,Saturday,Light_Load,2018,02,17,05,0.0,125.93749999999999
2018-02-17 05:15:00,3.2,0.0,4.0,0.0,62.47,100.0,Saturday,Light_Load,2018,02,17,05,0.0,125.0
2018-02-17 05:30:00,3.17,0.0,3.85,0.0,63.56,100.0,Saturday,Light_Load,2018,02,17,05,0.0,121.45110410094637
2018-02-17 05:45:00,3.17,0.0,3.85,0.0,63.56,100.0,Saturday,Light_Load,2018,02,17,05,0.0,121.45110410094637
2018-02-17 06:00:00,3.13,0.0,3.82,0.0,63.38,100.0,Saturday,Light_Load,2018,02,17,06,0.0,122.0447284345048
2018-02-17 06:15:00,3.13,0.0,3.71,0.0,64.48,100.0,Saturday,Light_Load,2018,02,17,06,0.0,118.53035143769968
2018-02-17 06:30:00,3.2,0.0,3.74,0.0,65.01,100.0,Saturday,Light_Load,2018,02,17,06,0.0,116.875
2018-02-17 06:45:00,3.35,0.0,4.1,0.0,63.27,100.0,Saturday,Light_Load,2018,02,17,06,0.0,122.38805970149251
2018-02-17 07:00:00,3.85,0.0,5.36,0.0,58.34,100.0,Saturday,Light_Load,2018,02,17,07,0.0,139.22077922077924
2018-02-17 07:15:00,3.78,0.0,5.29,0.0,58.14,100.0,Saturday,Light_Load,2018,02,17,07,0.0,139.94708994708995
2018-02-17 07:30:00,3.85,0.0,5.29,0.0,58.84,100.0,Saturday,Light_Load,2018,02,17,07,0.0,137.4025974025974
2018-02-17 07:45:00,3.17,0.0,3.82,0.0,63.86,100.0,Saturday,Light_Load,2018,02,17,07,0.0,120.50473186119875
2018-02-17 08:00:00,3.13,0.0,3.89,0.0,62.69,100.0,Saturday,Light_Load,2018,02,17,08,0.0,124.28115015974441
2018-02-17 08:15:00,3.13,0.0,4.03,0.0,61.34,100.0,Saturday,Light_Load,2018,02,17,08,0.0,128.75399361022366
2018-02-17 08:30:00,3.17,0.0,4.46,0.0,57.93,100.0,Saturday,Light_Load,2018,02,17,08,0.0,140.69400630914825
2018-02-17 08:45:00,3.2,0.0,4.68,0.14,56.44,99.9,Saturday,Light_Load,2018,02,17,08,0.0,150.62499999999997
2018-02-17 09:00:00,3.49,0.0,0.0,12.71,100.0,26.48,Saturday,Light_Load,2018,02,17,09,0.0,364.18338108882523
2018-02-17 09:15:00,4.03,0.0,0.0,23.15,100.0,17.15,Saturday,Light_Load,2018,02,17,09,0.0,574.4416873449131
2018-02-17 09:30:00,4.03,0.0,0.0,22.39,100.0,17.71,Saturday,Light_Load,2018,02,17,09,0.0,555.5831265508684
2018-02-17 09:45:00,3.53,0.0,0.0,16.6,100.0,20.8,Saturday,Light_Load,2018,02,17,09,0.0,470.2549575070822
2018-02-17 10:00:00,3.49,0.0,0.0,16.63,100.0,20.54,Saturday,Light_Load,2018,02,17,10,0.0,476.5042979942693
2018-02-17 10:15:00,3.56,0.0,0.0,16.63,100.0,20.93,Saturday,Light_Load,2018,02,17,10,0.0,467.13483146067415
2018-02-17 10:30:00,3.49,0.0,0.0,16.7,100.0,20.46,Saturday,Light_Load,2018,02,17,10,0.0,478.5100286532951
2018-02-17 10:45:00,3.49,0.0,0.0,16.67,100.0,20.49,Saturday,Light_Load,2018,02,17,10,0.0,477.65042979942695
2018-02-17 11:00:00,3.74,0.0,0.0,18.94,100.0,19.37,Saturday,Light_Load,2018,02,17,11,0.0,506.41711229946526
2018-02-17 11:15:00,4.07,0.0,0.0,7.85,100.0,46.03,Saturday,Light_Load,2018,02,17,11,0.0,192.87469287469287
2018-02-17 11:30:00,3.31,0.0,0.0,4.46,100.0,59.6,Saturday,Light_Load,2018,02,17,11,0.0,134.74320241691842
2018-02-17 11:45:00,3.96,0.0,0.0,6.52,100.0,51.91,Saturday,Light_Load,2018,02,17,11,0.0,164.64646464646464
2018-02-17 12:00:00,3.82,0.0,0.0,5.9,100.0,54.35,Saturday,Light_Load,2018,02,17,12,0.0,154.4502617801047
2018-02-17 12:15:00,3.49,0.0,0.0,12.78,100.0,26.34,Saturday,Light_Load,2018,02,17,12,0.0,366.189111747851
2018-02-17 12:30:00,3.49,0.0,0.0,16.45,100.0,20.75,Saturday,Light_Load,2018,02,17,12,0.0,471.3467048710601
2018-02-17 12:45:00,3.53,0.0,0.0,16.45,100.0,20.98,Saturday,Light_Load,2018,02,17,12,0.0,466.0056657223796
2018-02-17 13:00:00,3.56,0.0,0.0,16.38,100.0,21.24,Saturday,Light_Load,2018,02,17,13,0.0,460.11235955056173
2018-02-17 13:15:00,3.56,0.0,0.0,16.52,100.0,21.07,Saturday,Light_Load,2018,02,17,13,0.0,464.0449438202247
2018-02-17 13:30:00,3.49,0.0,0.0,16.63,100.0,20.54,Saturday,Light_Load,2018,02,17,13,0.0,476.5042979942693
2018-02-17 13:45:00,3.49,0.0,0.0,16.52,100.0,20.67,Saturday,Light_Load,2018,02,17,13,0.0,473.3524355300859
2018-02-17 14:00:00,3.6,0.0,0.0,17.6,100.0,20.04,Saturday,Light_Load,2018,02,17,14,0.0,488.8888888888889
2018-02-17 14:15:00,4.57,0.0,0.0,25.09,100.0,17.92,Saturday,Light_Load,2018,02,17,14,0.0,549.015317286652
2018-02-17 14:30:00,4.79,0.0,0.0,23.44,100.0,20.02,Saturday,Light_Load,2018,02,17,14,0.0,489.3528183716075
2018-02-17 14:45:00,3.49,0.0,0.0,16.42,100.0,20.79,Saturday,Light_Load,2018,02,17,14,0.0,470.487106017192
2018-02-17 15:00:00,3.49,0.0,0.0,16.42,100.0,20.79,Saturday,Light_Load,2018,02,17,15,0.0,470.487106017192
2018-02-17 15:15:00,3.53,0.0,0.0,16.38,100.0,21.07,Saturday,Light_Load,2018,02,17,15,0.0,464.0226628895184
2018-02-17 15:30:00,3.53,0.0,0.0,16.27,100.0,21.2,Saturday,Light_Load,2018,02,17,15,0.0,460.90651558073654
2018-02-17 15:45:00,3.6,0.0,0.0,16.34,100.0,21.52,Saturday,Light_Load,2018,02,17,15,0.0,453.88888888888886
2018-02-17 16:00:00,3.53,0.0,0.0,16.31,100.0,21.15,Saturday,Light_Load,2018,02,17,16,0.0,462.0396600566572
2018-02-17 16:15:00,3.49,0.0,0.0,16.42,100.0,20.79,Saturday,Light_Load,2018,02,17,16,0.0,470.487106017192
2018-02-17 16:30:00,3.64,0.0,0.0,17.5,100.0,20.36,Saturday,Light_Load,2018,02,17,16,0.0,480.7692307692308
2018-02-17 16:45:00,4.21,0.0,0.0,25.09,100.0,16.55,Saturday,Light_Load,2018,02,17,16,0.0,595.9619952494062
2018-02-17 17:00:00,3.89,0.0,0.0,20.63,100.0,18.53,Saturday,Light_Load,2018,02,17,17,0.0,530.3341902313624
2018-02-17 17:15:00,3.92,0.0,0.0,20.74,100.0,18.57,Saturday,Light_Load,2018,02,17,17,0.0,529.0816326530612
2018-02-17 17:30:00,4.18,0.0,0.0,23.69,100.0,17.38,Saturday,Light_Load,2018,02,17,17,0.0,566.7464114832536
2018-02-17 17:45:00,3.46,0.0,0.0,16.63,100.0,20.37,Saturday,Light_Load,2018,02,17,17,0.0,480.63583815028903
2018-02-17 18:00:00,3.46,0.0,0.0,16.7,100.0,20.29,Saturday,Light_Load,2018,02,17,18,0.0,482.65895953757223
2018-02-17 18:15:00,3.31,0.0,0.0,5.8,100.0,49.57,Saturday,Light_Load,2018,02,17,18,0.0,175.226586102719
2018-02-17 18:30:00,3.35,0.0,0.0,5.11,100.0,54.83,Saturday,Light_Load,2018,02,17,18,0.0,152.53731343283584
2018-02-17 18:45:00,3.42,0.0,0.0,14.44,100.0,23.05,Saturday,Light_Load,2018,02,17,18,0.0,422.22222222222223
2018-02-17 19:00:00,3.85,0.0,0.0,21.6,100.0,17.55,Saturday,Light_Load,2018,02,17,19,0.0,561.038961038961
